word	C	count	sigma_nor
emmagasin	1.96740102754	4	1.23344120627
cabildo	1.96730056122	7	1.30163477177
hystérograph	1.96711166216	8	1.30857196191
saill	1.96589501287	29	1.26685746506
mom	1.96445937433	21	1.28872088632
immortel	1.96410366766	15	1.30586221166
estudiantin	1.96410021486	7	1.30083906179
frugivor	1.96377235184	8	1.30776521093
copeau	1.96258608754	8	1.30747861885
réducteur	1.96225916132	15	1.30548693246
randon	1.96194612644	8	1.30732400931
rhino-pharynx	1.96137169279	4	1.23180641217
lund	1.96067271661	53	1.21923732439
ossifi	1.96036136095	6	1.2876767883
décolor	1.95964270189	26	1.27371224738
vécu	1.9594589822	30	1.26331409373
thréonin	1.95933893606	4	1.23125525042
brassicac	1.9592798281	6	1.2873998552
second	1.95850034817	19	1.29349934665
formel	1.95807959065	61	1.20795159826
prôn	1.9575824371	66	1.2018274107
néonatolog	1.95740832065	15	1.30449999109
singular	1.95723758439	12	1.31060504136
vasculaire-cérébral	1.95665093834	58	1.21169302838
discrédit	1.95507786346	16	1.30139469494
transgress	1.95478509398	9	1.30934161882
princess	1.95429142644	30	1.26249206413
co-trimoxazol	1.95322415562	14	1.30605270685
héres	1.95274378719	4	1.22946704144
back-offic	1.95202824026	5	1.26475429082
mortif	1.95159132579	4	1.229154563
externalis	1.95048174496	9	1.30833040418
remari	1.95047518752	9	1.30832886329
glucosidas	1.95030360813	4	1.22880541118
lambd	1.94966032819	13	1.30737278416
fessi	1.94871779629	13	1.30717239325
sébac	1.94854847035	20	1.28872630062
jugulair	1.94850736885	15	1.30268902301
succion	1.94837281597	11	1.30955855677
alymphocytos	1.94808147699	5	1.26371352037
médico-psycho-social	1.94798555282	10	1.30934548211
prototyp	1.94766745085	46	1.22865790766
raréfi	1.94743631697	7	1.29669587592
hébergeur	1.94726640655	6	1.28432374523
tramadol	1.94703809677	13	1.30681527375
divisionnair	1.94583887589	7	1.29629870022
agresseur	1.94514889492	6	1.28378154344
bonheur	1.94420827286	41	1.23715517521
homéotherm	1.94405317516	6	1.2835009777
moutard	1.94375946606	24	1.27647976923
boulet	1.94323068874	9	1.30662652793
tropic	1.9429059173	12	1.30748577674
segmentair	1.94284123354	9	1.3065350125
néoform	1.94162936456	15	1.30128963939
interdépartemental	1.94054467588	4	1.22615937383
dissip	1.94033463741	10	1.30759491329
simpliqu	1.94028899191	15	1.30101693012
soir	1.93957830568	49	1.22266601179
radiodiagnostic	1.93935333458	10	1.30737038615
carolingien	1.93931139423	8	1.30185563692
dégéner	1.9391812547	64	1.20205262212
colloïdal	1.93898022716	6	1.28220201837
canul	1.9384513377	17	1.2953730865
four	1.9383496033	27	1.26750757873
imprévisibl	1.93765505915	30	1.25984563186
serveur	1.93759821764	41	1.23622745454
maternis	1.93738015535	5	1.26089155748
glaucus	1.93736205225	6	1.2817876748
banqui	1.93728714452	12	1.30626285976
spermicid	1.93696863059	6	1.28168693678
orthopédagogu	1.93664653437	8	1.30121182784
ostéoarthrit	1.93640167002	4	1.22503603903
habillag	1.93616712363	8	1.301096006
play	1.9360701438	5	1.26054610446
infarct	1.93558316992	4	1.22481411088
intermittent	1.93557413327	67	1.19817302783
renfort	1.93554563273	21	1.28346784179
anévrysm	1.93525359158	11	1.30663248884
artériopath	1.93516001726	30	1.25944873275
hamburg	1.93427381915	6	1.28099691385
cann	1.93396779643	29	1.26171152553
dihydrocodéin	1.93332032821	11	1.30620130024
courri	1.93239321944	59	1.20744704531
inexist	1.93212355062	41	1.2354590855
poes	1.93200115666	23	1.27720183525
génocid	1.93167454746	10	1.30561344015
croisi	1.93157447114	10	1.30559054217
hurl	1.93151518222	12	1.30500660131
low	1.93041297287	13	1.30328062015
ardu	1.93031567949	4	1.22338588327
clavi	1.93011770662	23	1.27687067011
plus-import	1.92947638333	323	1.1007368
cédul	1.9289890254	4	1.22302617422
adven	1.92874694281	9	1.30322309124
zéro	1.92833065425	51	1.21812008714
sylvicultur	1.9254657546	4	1.22207087442
basses-cour	1.92530185324	6	1.27869958717
hamartom	1.92528662741	6	1.2786956885
versus	1.92505897237	48	1.22235996496
intégrin	1.9249467411	10	1.30407408343
tacrolimus	1.92409951129	10	1.30388023289
quant-à	1.92359819469	329	1.09956822528
enfuir	1.92323136171	17	1.29239962902
inhalothérapeut	1.92244281237	12	1.3030320144
confesseur	1.9221509795	4	1.22117210614
hémorroïdal	1.92200515775	6	1.27785544815
argenter	1.92187804442	4	1.22109810251
fowler	1.92151597338	6	1.2777301895
fluorescéin	1.9215144271	7	1.29025085276
recolonis	1.92139079908	8	1.29752616279
sociabl	1.92132395636	12	1.30278849717
clôtur	1.92117655492	22	1.27806373935
entérocyt	1.92110908673	14	1.29937635554
spher	1.92096107012	82	1.18169618112
maigreur	1.92005378228	10	1.30295454928
enrôl	1.91982336041	16	1.29436877956
métoclopramid	1.91940682631	8	1.29704685065
dynamic	1.91931290137	7	1.28970348201
scarlatiniform	1.91920636853	13	1.30089799343
pilus	1.91917165691	5	1.256089935
rim	1.91898500447	11	1.30300399758
autovaccin	1.91752483241	4	1.2199177724
verm	1.91622828066	4	1.2195662253
incontrôl	1.9161220714	50	1.21806771806
fragilis	1.91580880447	62	1.20171813948
scoring	1.91572159525	4	1.21942884259
balai	1.91486140225	23	1.27418816934
hémolysin	1.91484004084	9	1.29995520318
demoisel	1.9147607133	4	1.21916830902
spray	1.91470677012	30	1.25619512982
pac	1.91437964495	4	1.21906498613
coévolu	1.91389080739	11	1.3018678049
labil	1.91345011246	16	1.29309864676
tachet	1.91304574619	7	1.28814526382
cuvi	1.91165021523	6	1.27520400185
tannag	1.91134281076	6	1.27512528906
typolog	1.91121505164	17	1.29005205719
les	1.91040781972	49	1.21886601551
crédit	1.91027564554	28	1.26034871757
frelat	1.90985274887	14	1.29703629311
dorm	1.90948556955	76	1.1859705311
sumac	1.90932572331	10	1.30049991418
vénérolog	1.90872065763	6	1.27445387073
pares	1.90813302385	16	1.29203899731
verdict	1.90754220239	12	1.29978892027
maman	1.907476771	22	1.27561582414
tied	1.90736747389	15	1.29431879048
radiotraceur	1.90714091624	5	1.25291740129
mi-temp	1.90712101349	6	1.27404427208
